problem,form,note,tactic,result,apply_ms,solve_ms,total_ms
wrap_double,recfun,"non-recursive, dbl() as RecFunction",uflra,sat,0.06,0.02,0.08
wrap_double,recfun,"non-recursive, dbl() as RecFunction",auflia,sat,0.14,0.02,0.16
wrap_double,recfun,"non-recursive, dbl() as RecFunction",auflira,sat,0.05,0.02,0.07
wrap_double,recfun,"non-recursive, dbl() as RecFunction",aufnira,sat,0.05,0.02,0.07
wrap_double,recfun,"non-recursive, dbl() as RecFunction",lra,sat,0.06,0.02,0.08
wrap_double,recfun,"non-recursive, dbl() as RecFunction",lia,sat,0.06,0.02,0.08
wrap_double,recfun,"non-recursive, dbl() as RecFunction",lira,sat,0.05,0.02,0.07
wrap_double,recfun,"non-recursive, dbl() as RecFunction",smt,sat,0.18,0.02,0.2
wrap_double,recfun,"non-recursive, dbl() as RecFunction",skip,sat,0.02,0.1,0.12
wrap_double,recfun,"non-recursive, dbl() as RecFunction",fail,tactic_err,0.03,0.0,0.03
wrap_double,recfun,"non-recursive, dbl() as RecFunction",fail-if-undecided,tactic_err,0.02,0.0,0.02
wrap_double,recfun,"non-recursive, dbl() as RecFunction",macro-finder,sat,0.03,0.1,0.13
wrap_double,recfun,"non-recursive, dbl() as RecFunction",quasi-macros,sat,0.03,0.11,0.14
wrap_double,recfun,"non-recursive, dbl() as RecFunction",ufbv-rewriter,sat,0.02,0.09,0.11
wrap_double,recfun,"non-recursive, dbl() as RecFunction",bv,sat,0.07,0.02,0.09
wrap_double,recfun,"non-recursive, dbl() as RecFunction",ufbv,sat,0.07,0.02,0.09
wrap_double,recfun,"non-recursive, dbl() as RecFunction",simplify>solve-eqs,sat,0.06,0.02,0.08
wrap_double,recfun,"non-recursive, dbl() as RecFunction",simplify>propagate-values,sat,0.03,0.44,0.47
wrap_double,recfun,"non-recursive, dbl() as RecFunction",propagate-values>solve-eqs,sat,0.06,0.02,0.08
wrap_double,recfun,"non-recursive, dbl() as RecFunction",ctx-simplify>simplify,sat,0.16,0.45,0.61
wrap_double,recfun,"non-recursive, dbl() as RecFunction",elim-term-ite>simplify,sat,0.05,0.11,0.16
wrap_double,recfun,"non-recursive, dbl() as RecFunction",simplify>ctx-simplify,sat,0.03,0.4,0.43
wrap_double,recfun,"non-recursive, dbl() as RecFunction",propagate-values>simplify,sat,0.05,0.37,0.42
wrap_double,recfun,"non-recursive, dbl() as RecFunction",solve-eqs>simplify,sat,0.07,0.02,0.09
sum_to_fwd,recfun,,(none),sat,0.0,0.41,0.41
sum_to_fwd,recfun,,ackermannize_bv,sat,0.02,0.39,0.41
sum_to_fwd,recfun,,subpaving,sat,0.13,0.35,0.48
sum_to_fwd,recfun,,horn,tactic_err,0.38,0.0,0.38
sum_to_fwd,recfun,,horn-simplify,tactic_err,0.09,0.0,0.09
sum_to_fwd,recfun,,nlsat,sat,0.07,0.42,0.49
sum_to_fwd,recfun,,qfnra-nlsat,sat,0.16,0.02,0.18
sum_to_fwd,recfun,,qe-light,sat,0.02,0.4,0.42
sum_to_fwd,recfun,,nlqsat,tactic_err,0.03,0.0,0.03
sum_to_fwd,recfun,,qe,sat,0.03,0.48,0.51
sum_to_fwd,recfun,,qsat,sat,0.46,0.02,0.48
sum_to_fwd,recfun,,qe2,sat,0.53,0.48,1.01
sum_to_fwd,recfun,,qe_rec,sat,0.03,0.48,0.51
sum_to_fwd,recfun,,psat,sat,0.57,0.47,1.04
sum_to_fwd,recfun,,sat,sat,0.38,0.42,0.8
sum_to_fwd,recfun,,sat-preprocess,sat,0.36,0.41,0.77
sum_to_fwd,recfun,,ctx-solver-simplify,sat,0.31,0.41,0.72
sum_to_fwd,recfun,,psmt,sat,1.76,0.03,1.79
sum_to_fwd,recfun,,unit-subsume-simplify,sat,0.22,0.45,0.67
sum_to_fwd,recfun,,aig,sat,0.02,0.52,0.54
sum_to_fwd,recfun,,add-bounds,unsat,0.03,0.39,0.42
sum_to_fwd,recfun,,card2bv,sat,0.12,0.37,0.49
sum_to_fwd,recfun,,degree-shift,sat,0.1,0.36,0.46
sum_to_fwd,recfun,,diff-neq,tactic_err,0.03,0.0,0.03
sum_to_fwd,recfun,,eq2bv,sat,0.03,0.41,0.44
sum_to_fwd,recfun,,factor,sat,0.02,0.4,0.42
sum_to_fwd,recfun,,fix-dl-var,sat,0.03,0.52,0.55
sum_to_fwd,recfun,,fm,sat,0.14,0.46,0.6
sum_to_fwd,recfun,,lia2card,sat,0.02,0.43,0.45
sum_to_fwd,recfun,,lia2pb,sat,0.02,0.43,0.45
sum_to_fwd,recfun,,nla2bv,tactic_err,0.05,0.0,0.05
sum_to_fwd,recfun,,normalize-bounds,sat,0.02,0.41,0.43
sum_to_fwd,recfun,,pb2bv,tactic_err,0.11,0.0,0.11
sum_to_fwd,recfun,,propagate-ineqs,sat,0.03,0.47,0.5
sum_to_fwd,recfun,,purify-arith,sat,0.12,0.37,0.49
sum_to_fwd,recfun,,recover-01,sat,0.02,0.41,0.43
sum_to_fwd,recfun,,bit-blast,sat,0.02,0.41,0.43
sum_to_fwd,recfun,,bv1-blast,sat,0.02,0.41,0.43
sum_to_fwd,recfun,,bv_bound_chk,sat,0.02,0.41,0.43
sum_to_fwd,recfun,,propagate-bv-bounds,sat,0.02,0.4,0.42
sum_to_fwd,recfun,,propagate-bv-bounds2,sat,0.02,0.4,0.42
sum_to_fwd,recfun,,reduce-bv-size,sat,0.02,0.48,0.5
sum_to_fwd,recfun,,bv-slice,sat,0.03,0.47,0.5
sum_to_fwd,recfun,,bvarray2uf,sat,0.03,0.48,0.51
sum_to_fwd,recfun,,dt2bv,sat,0.02,0.44,0.46
sum_to_fwd,recfun,,elim-small-bv,sat,0.02,0.45,0.47
sum_to_fwd,recfun,,max-bv-sharing,sat,0.02,0.44,0.46
sum_to_fwd,recfun,,blast-term-ite,sat,0.02,0.42,0.44
sum_to_fwd,recfun,,cofactor-term-ite,sat,0.02,0.43,0.45
sum_to_fwd,recfun,,collect-statistics,sat,0.09,0.41,0.5
sum_to_fwd,recfun,,ctx-simplify,sat,0.02,0.4,0.42
sum_to_fwd,recfun,,demodulator,sat,0.02,0.4,0.42
sum_to_fwd,recfun,,der,sat,0.02,0.4,0.42
sum_to_fwd,recfun,,distribute-forall,sat,0.02,0.41,0.43
sum_to_fwd,recfun,,dom-simplify,sat,0.02,0.41,0.43
sum_to_fwd,recfun,,elim-term-ite,sat,0.02,0.4,0.42
sum_to_fwd,recfun,,elim-uncnstr2,sat,0.06,0.14,0.2
sum_to_fwd,recfun,,elim-uncnstr,sat,0.02,0.41,0.43
sum_to_fwd,recfun,,elim-predicates,sat,0.13,0.02,0.15
sum_to_fwd,recfun,,injectivity,sat,0.02,0.42,0.44
sum_to_fwd,recfun,,snf,sat,0.02,0.41,0.43
sum_to_fwd,recfun,,nnf,sat,0.02,0.41,0.43
sum_to_fwd,recfun,,occf,sat,0.02,0.4,0.42
sum_to_fwd,recfun,,pb-preprocess,sat,0.02,0.42,0.44
sum_to_fwd,recfun,,propagate-values2,sat,0.02,0.4,0.42
sum_to_fwd,recfun,,propagate-values,sat,0.02,0.53,0.55
sum_to_fwd,recfun,,reduce-args,sat,0.03,0.51,0.54
sum_to_fwd,recfun,,reduce-args2,sat,0.05,0.46,0.51
sum_to_fwd,recfun,,simplify,sat,0.12,0.38,0.5
sum_to_fwd,recfun,,elim-and,sat,0.11,0.38,0.49
sum_to_fwd,recfun,,solve-eqs,sat,0.13,0.02,0.15
sum_to_fwd,recfun,,special-relations,sat,0.04,0.41,0.45
sum_to_fwd,recfun,,split-clause,tactic_err,0.03,0.0,0.03
sum_to_fwd,recfun,,symmetry-reduce,sat,0.02,0.41,0.43
sum_to_fwd,recfun,,tseitin-cnf,sat,0.02,0.41,0.43
sum_to_fwd,recfun,,tseitin-cnf-core,sat,0.02,0.42,0.44
sum_to_fwd,recfun,,qffd,sat,0.21,0.37,0.58
sum_to_fwd,recfun,,pqffd,tactic_err,1.07,0.0,1.07
sum_to_fwd,recfun,,smtfd,tactic_to,1509.04,0.0,1509.04
sum_to_fwd,recfun,,fpa2bv,sat,0.03,0.53,0.56
sum_to_fwd,recfun,,qffp,sat,0.37,0.02,0.39
sum_to_fwd,recfun,,qffpbv,sat,0.29,0.02,0.31
sum_to_fwd,recfun,,qffplra,sat,0.28,0.02,0.3
sum_to_fwd,recfun,,default,sat,0.45,0.02,0.47
sum_to_fwd,recfun,,euf-completion,sat,0.17,0.42,0.59
sum_to_fwd,recfun,,solver-subsumption,sat,0.02,0.41,0.43
sum_to_fwd,recfun,,qfbv-sls,sat,0.14,0.02,0.16
sum_to_fwd,recfun,,sls-smt,sat,0.14,0.02,0.16
sum_to_fwd,recfun,,nra,sat,0.34,0.02,0.36
sum_to_fwd,recfun,,qfaufbv,sat,0.16,0.02,0.18
sum_to_fwd,recfun,,qfauflia,sat,0.16,0.02,0.18
sum_to_fwd,recfun,,qfbv,sat,0.16,0.02,0.18
sum_to_fwd,recfun,,qfidl,sat,0.16,0.02,0.18
sum_to_fwd,recfun,,qflia,sat,0.2,0.02,0.22
sum_to_fwd,recfun,,qflra,sat,0.27,0.02,0.29
sum_to_fwd,recfun,,qfnia,sat,0.15,0.02,0.17
sum_to_fwd,recfun,,qfnra,sat,0.49,0.02,0.51
sum_to_fwd,recfun,,qfuf,sat,0.14,0.02,0.16
sum_to_fwd,recfun,,qfufbv,sat,0.15,0.02,0.17
sum_to_fwd,recfun,,qfufbv_ackr,sat,0.15,0.02,0.17
sum_to_fwd,recfun,,ufnia,sat,0.27,0.02,0.29
sum_to_fwd,recfun,,uflra,sat,0.14,0.02,0.16
sum_to_fwd,recfun,,auflia,sat,0.27,0.02,0.29
sum_to_fwd,recfun,,auflira,sat,0.15,0.02,0.17
sum_to_fwd,recfun,,aufnira,sat,0.14,0.02,0.16
sum_to_fwd,recfun,,lra,sat,0.15,0.02,0.17
sum_to_fwd,recfun,,lia,sat,0.14,0.02,0.16
sum_to_fwd,recfun,,lira,sat,0.14,0.02,0.16
sum_to_fwd,recfun,,smt,sat,0.27,0.02,0.29
sum_to_fwd,recfun,,skip,sat,0.02,0.44,0.46
sum_to_fwd,recfun,,fail,tactic_err,0.03,0.0,0.03
sum_to_fwd,recfun,,fail-if-undecided,tactic_err,0.03,0.0,0.03
sum_to_fwd,recfun,,macro-finder,sat,0.02,0.43,0.45
sum_to_fwd,recfun,,quasi-macros,sat,0.02,0.42,0.44
sum_to_fwd,recfun,,ufbv-rewriter,sat,0.02,0.41,0.43
sum_to_fwd,recfun,,bv,sat,0.18,0.02,0.2
sum_to_fwd,recfun,,ufbv,sat,0.17,0.02,0.19
sum_to_fwd,recfun,,simplify>solve-eqs,sat,0.15,0.02,0.17
sum_to_fwd,recfun,,simplify>propagate-values,sat,0.11,0.36,0.47
sum_to_fwd,recfun,,propagate-values>solve-eqs,sat,0.14,0.02,0.16
sum_to_fwd,recfun,,ctx-simplify>simplify,sat,0.11,0.37,0.48
sum_to_fwd,recfun,,elim-term-ite>simplify,sat,0.11,0.36,0.47
sum_to_fwd,recfun,,simplify>ctx-simplify,sat,0.11,0.36,0.47
sum_to_fwd,recfun,,propagate-values>simplify,sat,0.11,0.36,0.47
sum_to_fwd,recfun,,solve-eqs>simplify,sat,0.15,0.02,0.17
sum_to_fwd,unroll,,(none),sat,0.0,0.53,0.53
sum_to_fwd,unroll,,ackermannize_bv,sat,0.03,0.5,0.53
sum_to_fwd,unroll,,subpaving,sat,0.17,1.43,1.6
sum_to_fwd,unroll,,horn,tactic_err,0.16,0.0,0.16
sum_to_fwd,unroll,,horn-simplify,tactic_err,0.13,0.0,0.13
sum_to_fwd,unroll,,nlsat,sat,0.43,0.03,0.46
sum_to_fwd,unroll,,qfnra-nlsat,sat,0.19,0.02,0.21
sum_to_fwd,unroll,,qe-light,sat,0.02,0.51,0.53
sum_to_fwd,unroll,,nlqsat,tactic_err,0.03,0.0,0.03
sum_to_fwd,unroll,,qe,sat,0.02,0.51,0.53
sum_to_fwd,unroll,,qsat,sat,1.42,0.02,1.44
sum_to_fwd,unroll,,qe2,sat,8.53,0.52,9.05
sum_to_fwd,unroll,,qe_rec,sat,0.04,0.5,0.54
sum_to_fwd,unroll,,psat,sat,0.54,0.49,1.03
sum_to_fwd,unroll,,sat,sat,0.42,0.48,0.9
sum_to_fwd,unroll,,sat-preprocess,sat,0.43,0.48,0.91
sum_to_fwd,unroll,,ctx-solver-simplify,sat,1.18,0.48,1.66
sum_to_fwd,unroll,,psmt,sat,4.14,0.03,4.17
sum_to_fwd,unroll,,unit-subsume-simplify,sat,2.03,0.49,2.52
sum_to_fwd,unroll,,aig,sat,0.05,0.62,0.67
sum_to_fwd,unroll,,add-bounds,unsat,0.05,0.42,0.47
sum_to_fwd,unroll,,card2bv,sat,0.06,0.49,0.55
sum_to_fwd,unroll,,degree-shift,sat,0.06,0.48,0.54
sum_to_fwd,unroll,,diff-neq,tactic_err,0.03,0.0,0.03
sum_to_fwd,unroll,,eq2bv,sat,0.02,0.48,0.5
sum_to_fwd,unroll,,factor,sat,0.07,0.54,0.61
sum_to_fwd,unroll,,fix-dl-var,sat,0.09,0.57,0.66
sum_to_fwd,unroll,,fm,sat,0.07,0.49,0.56
sum_to_fwd,unroll,,lia2card,sat,0.04,0.49,0.53
sum_to_fwd,unroll,,lia2pb,sat,0.03,0.58,0.61
sum_to_fwd,unroll,,nla2bv,unsat,0.25,2.4,2.65
sum_to_fwd,unroll,,normalize-bounds,sat,0.02,0.59,0.61
sum_to_fwd,unroll,,pb2bv,tactic_err,0.07,0.0,0.07
sum_to_fwd,unroll,,propagate-ineqs,sat,0.06,0.55,0.61
sum_to_fwd,unroll,,purify-arith,sat,0.08,0.47,0.55
sum_to_fwd,unroll,,recover-01,sat,0.02,0.47,0.49
sum_to_fwd,unroll,,bit-blast,sat,0.02,0.47,0.49
sum_to_fwd,unroll,,bv1-blast,sat,0.03,0.46,0.49
sum_to_fwd,unroll,,bv_bound_chk,sat,0.03,0.47,0.5
sum_to_fwd,unroll,,propagate-bv-bounds,sat,0.07,0.48,0.55
sum_to_fwd,unroll,,propagate-bv-bounds2,sat,0.13,0.5,0.63
sum_to_fwd,unroll,,reduce-bv-size,sat,0.02,0.51,0.53
sum_to_fwd,unroll,,bv-slice,sat,0.02,0.46,0.48
sum_to_fwd,unroll,,bvarray2uf,sat,0.02,0.47,0.49
sum_to_fwd,unroll,,dt2bv,sat,0.02,0.46,0.48
sum_to_fwd,unroll,,elim-small-bv,sat,0.02,0.47,0.49
sum_to_fwd,unroll,,max-bv-sharing,sat,0.03,0.46,0.49
sum_to_fwd,unroll,,blast-term-ite,sat,0.02,0.47,0.49
sum_to_fwd,unroll,,cofactor-term-ite,sat,0.05,0.45,0.5
sum_to_fwd,unroll,,collect-statistics,sat,0.98,0.46,1.44
sum_to_fwd,unroll,,ctx-simplify,sat,0.08,0.53,0.61
sum_to_fwd,unroll,,demodulator,sat,0.03,0.47,0.5
sum_to_fwd,unroll,,der,sat,0.02,0.46,0.48
sum_to_fwd,unroll,,distribute-forall,sat,0.03,0.48,0.51
sum_to_fwd,unroll,,dom-simplify,sat,0.17,0.47,0.64
sum_to_fwd,unroll,,elim-term-ite,sat,0.02,0.47,0.49
sum_to_fwd,unroll,,elim-uncnstr2,sat,0.09,0.47,0.56
sum_to_fwd,unroll,,elim-uncnstr,sat,0.02,0.47,0.49
sum_to_fwd,unroll,,elim-predicates,sat,0.2,0.46,0.66
sum_to_fwd,unroll,,injectivity,sat,0.02,0.47,0.49
sum_to_fwd,unroll,,snf,sat,0.02,0.46,0.48
sum_to_fwd,unroll,,nnf,sat,0.07,0.46,0.53
sum_to_fwd,unroll,,occf,sat,0.02,0.47,0.49
sum_to_fwd,unroll,,pb-preprocess,sat,0.02,0.46,0.48
sum_to_fwd,unroll,,propagate-values2,sat,0.07,0.41,0.48
sum_to_fwd,unroll,,propagate-values,sat,0.05,0.42,0.47
sum_to_fwd,unroll,,reduce-args,sat,0.02,0.47,0.49
sum_to_fwd,unroll,,reduce-args2,sat,0.08,0.52,0.6
sum_to_fwd,unroll,,simplify,sat,0.05,0.46,0.51
sum_to_fwd,unroll,,elim-and,sat,0.05,0.46,0.51
sum_to_fwd,unroll,,solve-eqs,sat,0.16,0.02,0.18
sum_to_fwd,unroll,,special-relations,sat,0.06,0.48,0.54
sum_to_fwd,unroll,,split-clause,tactic_err,0.03,0.0,0.03
sum_to_fwd,unroll,,symmetry-reduce,sat,0.08,0.47,0.55
sum_to_fwd,unroll,,tseitin-cnf,sat,0.02,0.46,0.48
sum_to_fwd,unroll,,tseitin-cnf-core,sat,0.02,0.46,0.48
sum_to_fwd,unroll,,qffd,sat,0.56,0.3,0.86
sum_to_fwd,unroll,,pqffd,tactic_err,1.91,0.0,1.91
sum_to_fwd,unroll,,smtfd,tactic_to,1511.63,0.0,1511.63
sum_to_fwd,unroll,,fpa2bv,sat,0.04,0.59,0.63
sum_to_fwd,unroll,,qffp,sat,0.54,0.03,0.57
sum_to_fwd,unroll,,qffpbv,sat,0.46,0.02,0.48
sum_to_fwd,unroll,,qffplra,sat,0.46,0.02,0.48
sum_to_fwd,unroll,,default,sat,0.48,0.02,0.5
sum_to_fwd,unroll,,euf-completion,sat,0.41,0.49,0.9
sum_to_fwd,unroll,,solver-subsumption,sat,4.09,0.55,4.64
sum_to_fwd,unroll,,qfbv-sls,sat,0.18,0.03,0.21
sum_to_fwd,unroll,,sls-smt,sat,0.15,0.02,0.17
sum_to_fwd,unroll,,nra,sat,0.51,0.02,0.53
sum_to_fwd,unroll,,qfaufbv,sat,0.17,0.02,0.19
sum_to_fwd,unroll,,qfauflia,sat,0.15,0.02,0.17
sum_to_fwd,unroll,,qfbv,sat,0.16,0.02,0.18
sum_to_fwd,unroll,,qfidl,sat,0.17,0.02,0.19
sum_to_fwd,unroll,,qflia,sat,0.23,0.02,0.25
sum_to_fwd,unroll,,qflra,sat,0.55,0.02,0.57
sum_to_fwd,unroll,,qfnia,sat,0.16,0.02,0.18
sum_to_fwd,unroll,,qfnra,sat,0.52,0.02,0.54
sum_to_fwd,unroll,,qfuf,sat,0.14,0.02,0.16
sum_to_fwd,unroll,,qfufbv,sat,0.15,0.02,0.17
sum_to_fwd,unroll,,qfufbv_ackr,sat,0.15,0.02,0.17
sum_to_fwd,unroll,,ufnia,sat,0.43,0.02,0.45
sum_to_fwd,unroll,,uflra,sat,0.16,0.02,0.18
sum_to_fwd,unroll,,auflia,sat,0.42,0.02,0.44
sum_to_fwd,unroll,,auflira,sat,0.16,0.02,0.18
sum_to_fwd,unroll,,aufnira,sat,0.16,0.02,0.18
sum_to_fwd,unroll,,lra,sat,0.16,0.02,0.18
sum_to_fwd,unroll,,lia,sat,0.17,0.02,0.19
sum_to_fwd,unroll,,lira,sat,0.16,0.02,0.18
sum_to_fwd,unroll,,smt,sat,0.5,0.02,0.52
sum_to_fwd,unroll,,skip,sat,0.02,0.49,0.51
sum_to_fwd,unroll,,fail,tactic_err,0.03,0.0,0.03
sum_to_fwd,unroll,,fail-if-undecided,tactic_err,0.03,0.0,0.03
sum_to_fwd,unroll,,macro-finder,sat,0.02,0.5,0.52
sum_to_fwd,unroll,,quasi-macros,sat,0.05,0.49,0.54
sum_to_fwd,unroll,,ufbv-rewriter,sat,0.06,0.48,0.54
sum_to_fwd,unroll,,bv,sat,0.18,0.02,0.2
sum_to_fwd,unroll,,ufbv,sat,0.19,0.02,0.21
sum_to_fwd,unroll,,simplify>solve-eqs,sat,0.19,0.02,0.21
sum_to_fwd,unroll,,simplify>propagate-values,sat,0.07,0.43,0.5
sum_to_fwd,unroll,,propagate-values>solve-eqs,sat,0.11,0.02,0.13
sum_to_fwd,unroll,,ctx-simplify>simplify,sat,0.06,0.43,0.49
sum_to_fwd,unroll,,elim-term-ite>simplify,sat,0.07,0.46,0.53
sum_to_fwd,unroll,,simplify>ctx-simplify,sat,0.09,0.42,0.51
sum_to_fwd,unroll,,propagate-values>simplify,sat,0.06,0.44,0.5
sum_to_fwd,unroll,,solve-eqs>simplify,sat,0.18,0.02,0.2
sum_to_fwd,closed,,(none),sat,0.0,0.45,0.45
sum_to_fwd,closed,,ackermannize_bv,sat,0.05,0.4,0.45
sum_to_fwd,closed,,subpaving,sat,0.05,0.38,0.43
sum_to_fwd,closed,,horn,tactic_err,0.34,0.0,0.34
sum_to_fwd,closed,,horn-simplify,tactic_err,0.07,0.0,0.07
sum_to_fwd,closed,,nlsat,sat,0.07,0.02,0.09
sum_to_fwd,closed,,qfnra-nlsat,sat,0.09,0.02,0.11
sum_to_fwd,closed,,qe-light,sat,0.03,0.39,0.42
sum_to_fwd,closed,,nlqsat,tactic_err,0.03,0.0,0.03
sum_to_fwd,closed,,qe,sat,0.03,0.37,0.4
sum_to_fwd,closed,,qsat,sat,0.39,0.02,0.41
sum_to_fwd,closed,,qe2,sat,0.34,0.38,0.72
sum_to_fwd,closed,,qe_rec,sat,0.02,0.37,0.39
sum_to_fwd,closed,,psat,sat,0.71,0.4,1.11
sum_to_fwd,closed,,sat,sat,0.42,0.38,0.8
sum_to_fwd,closed,,sat-preprocess,sat,0.4,0.38,0.78
sum_to_fwd,closed,,ctx-solver-simplify,sat,0.2,0.36,0.56
sum_to_fwd,closed,,psmt,sat,2.15,0.03,2.18
sum_to_fwd,closed,,unit-subsume-simplify,sat,0.14,0.44,0.58
sum_to_fwd,closed,,aig,sat,0.02,0.41,0.43
sum_to_fwd,closed,,add-bounds,unsat,0.03,0.34,0.37
sum_to_fwd,closed,,card2bv,sat,0.03,0.37,0.4
sum_to_fwd,closed,,degree-shift,sat,0.03,0.37,0.4
sum_to_fwd,closed,,diff-neq,tactic_err,0.03,0.0,0.03
sum_to_fwd,closed,,eq2bv,sat,0.05,0.17,0.22
sum_to_fwd,closed,,factor,sat,0.02,0.39,0.41
sum_to_fwd,closed,,fix-dl-var,sat,0.02,0.38,0.4
sum_to_fwd,closed,,fm,sat,0.02,0.38,0.4
sum_to_fwd,closed,,lia2card,sat,0.02,0.02,0.04
sum_to_fwd,closed,,lia2pb,sat,0.02,0.37,0.39
sum_to_fwd,closed,,nla2bv,sat,0.05,0.16,0.21
sum_to_fwd,closed,,normalize-bounds,sat,0.02,0.57,0.59
sum_to_fwd,closed,,pb2bv,tactic_err,0.07,0.0,0.07
sum_to_fwd,closed,,propagate-ineqs,sat,0.03,0.41,0.44
sum_to_fwd,closed,,purify-arith,sat,0.04,0.38,0.42
sum_to_fwd,closed,,recover-01,sat,0.02,0.4,0.42
sum_to_fwd,closed,,bit-blast,sat,0.02,0.37,0.39
sum_to_fwd,closed,,bv1-blast,sat,0.02,0.37,0.39
sum_to_fwd,closed,,bv_bound_chk,sat,0.02,0.38,0.4
sum_to_fwd,closed,,propagate-bv-bounds,sat,0.02,0.37,0.39
sum_to_fwd,closed,,propagate-bv-bounds2,sat,0.02,0.38,0.4
sum_to_fwd,closed,,reduce-bv-size,sat,0.02,0.36,0.38
sum_to_fwd,closed,,bv-slice,sat,0.03,0.37,0.4
sum_to_fwd,closed,,bvarray2uf,sat,0.02,0.36,0.38
sum_to_fwd,closed,,dt2bv,sat,0.02,0.36,0.38
sum_to_fwd,closed,,elim-small-bv,sat,0.03,0.36,0.39
sum_to_fwd,closed,,max-bv-sharing,sat,0.02,0.36,0.38
sum_to_fwd,closed,,blast-term-ite,sat,0.02,0.35,0.37
sum_to_fwd,closed,,cofactor-term-ite,sat,0.02,0.38,0.4
sum_to_fwd,closed,,collect-statistics,sat,0.07,0.36,0.43
sum_to_fwd,closed,,ctx-simplify,sat,0.02,0.36,0.38
sum_to_fwd,closed,,demodulator,sat,0.03,0.35,0.38
sum_to_fwd,closed,,der,sat,0.02,0.35,0.37
sum_to_fwd,closed,,distribute-forall,sat,0.02,0.36,0.38
sum_to_fwd,closed,,dom-simplify,sat,0.02,0.38,0.4
sum_to_fwd,closed,,elim-term-ite,sat,0.02,0.36,0.38
sum_to_fwd,closed,,elim-uncnstr2,sat,0.08,0.13,0.21
sum_to_fwd,closed,,elim-uncnstr,sat,0.02,0.36,0.38
sum_to_fwd,closed,,elim-predicates,sat,0.08,0.02,0.1
sum_to_fwd,closed,,injectivity,sat,0.02,0.36,0.38
sum_to_fwd,closed,,snf,sat,0.04,0.35,0.39
sum_to_fwd,closed,,nnf,sat,0.06,0.36,0.42
sum_to_fwd,closed,,occf,sat,0.02,0.36,0.38
sum_to_fwd,closed,,pb-preprocess,sat,0.06,0.5,0.56
sum_to_fwd,closed,,propagate-values2,sat,0.03,0.39,0.42
sum_to_fwd,closed,,propagate-values,sat,0.02,0.38,0.4
sum_to_fwd,closed,,reduce-args,sat,0.02,0.37,0.39
sum_to_fwd,closed,,reduce-args2,sat,0.07,0.36,0.43
sum_to_fwd,closed,,simplify,sat,0.02,0.37,0.39
sum_to_fwd,closed,,elim-and,sat,0.02,0.36,0.38
sum_to_fwd,closed,,solve-eqs,sat,0.07,0.02,0.09
sum_to_fwd,closed,,special-relations,sat,0.05,0.36,0.41
sum_to_fwd,closed,,split-clause,tactic_err,0.03,0.0,0.03
sum_to_fwd,closed,,symmetry-reduce,sat,0.05,0.37,0.42
sum_to_fwd,closed,,tseitin-cnf,sat,0.02,0.37,0.39
sum_to_fwd,closed,,tseitin-cnf-core,sat,0.02,0.36,0.38
sum_to_fwd,closed,,qffd,sat,0.17,0.02,0.19
