problem,form,note,tactic,result,apply_ms,solve_ms,total_ms
fib,recfun,branching: does Z3 share f(n-1)/f(n-2)?,qfuf,sat,0.2,0.02,0.22
fib,recfun,branching: does Z3 share f(n-1)/f(n-2)?,qfufbv,sat,0.22,0.02,0.24
fib,recfun,branching: does Z3 share f(n-1)/f(n-2)?,qfufbv_ackr,sat,0.21,0.02,0.23
fib,recfun,branching: does Z3 share f(n-1)/f(n-2)?,ufnia,sat,0.53,0.02,0.55
fib,recfun,branching: does Z3 share f(n-1)/f(n-2)?,uflra,sat,0.21,0.02,0.23
fib,recfun,branching: does Z3 share f(n-1)/f(n-2)?,auflia,sat,0.47,0.02,0.49
fib,recfun,branching: does Z3 share f(n-1)/f(n-2)?,auflira,sat,0.2,0.02,0.22
fib,recfun,branching: does Z3 share f(n-1)/f(n-2)?,aufnira,sat,0.21,0.02,0.23
fib,recfun,branching: does Z3 share f(n-1)/f(n-2)?,lra,sat,0.21,0.02,0.23
fib,recfun,branching: does Z3 share f(n-1)/f(n-2)?,lia,sat,0.2,0.02,0.22
fib,recfun,branching: does Z3 share f(n-1)/f(n-2)?,lira,sat,0.2,0.02,0.22
fib,recfun,branching: does Z3 share f(n-1)/f(n-2)?,smt,sat,0.46,0.02,0.48
fib,recfun,branching: does Z3 share f(n-1)/f(n-2)?,skip,sat,0.02,0.52,0.54
fib,recfun,branching: does Z3 share f(n-1)/f(n-2)?,fail,tactic_err,0.03,0.0,0.03
fib,recfun,branching: does Z3 share f(n-1)/f(n-2)?,fail-if-undecided,tactic_err,0.03,0.0,0.03
fib,recfun,branching: does Z3 share f(n-1)/f(n-2)?,macro-finder,sat,0.02,0.5,0.52
fib,recfun,branching: does Z3 share f(n-1)/f(n-2)?,quasi-macros,sat,0.02,0.49,0.51
fib,recfun,branching: does Z3 share f(n-1)/f(n-2)?,ufbv-rewriter,sat,0.02,0.5,0.52
fib,recfun,branching: does Z3 share f(n-1)/f(n-2)?,bv,sat,0.24,0.02,0.26
fib,recfun,branching: does Z3 share f(n-1)/f(n-2)?,ufbv,sat,0.23,0.02,0.25
fib,recfun,branching: does Z3 share f(n-1)/f(n-2)?,simplify>solve-eqs,sat,0.19,0.02,0.21
fib,recfun,branching: does Z3 share f(n-1)/f(n-2)?,simplify>propagate-values,sat,0.11,0.44,0.55
fib,recfun,branching: does Z3 share f(n-1)/f(n-2)?,propagate-values>solve-eqs,sat,0.2,0.02,0.22
fib,recfun,branching: does Z3 share f(n-1)/f(n-2)?,ctx-simplify>simplify,sat,0.11,0.45,0.56
fib,recfun,branching: does Z3 share f(n-1)/f(n-2)?,elim-term-ite>simplify,sat,0.11,0.43,0.54
fib,recfun,branching: does Z3 share f(n-1)/f(n-2)?,simplify>ctx-simplify,sat,0.11,0.44,0.55
fib,recfun,branching: does Z3 share f(n-1)/f(n-2)?,propagate-values>simplify,sat,0.11,0.44,0.55
fib,recfun,branching: does Z3 share f(n-1)/f(n-2)?,solve-eqs>simplify,sat,0.2,0.02,0.22
fib,unroll,,(none),sat,0.0,0.56,0.56
fib,unroll,,ackermannize_bv,sat,0.07,0.52,0.59
fib,unroll,,subpaving,sat,0.14,1.44,1.58
fib,unroll,,horn,tactic_err,0.13,0.0,0.13
fib,unroll,,horn-simplify,tactic_err,0.1,0.0,0.1
fib,unroll,,nlsat,sat,0.4,0.03,0.43
fib,unroll,,qfnra-nlsat,sat,0.23,0.02,0.25
fib,unroll,,qe-light,sat,0.04,0.53,0.57
fib,unroll,,nlqsat,tactic_err,0.03,0.0,0.03
fib,unroll,,qe,sat,0.03,0.52,0.55
fib,unroll,,qsat,sat,1.09,0.02,1.11
fib,unroll,,qe2,sat,8.59,0.55,9.14
fib,unroll,,qe_rec,sat,0.03,0.54,0.57
fib,unroll,,psat,sat,0.81,0.53,1.34
fib,unroll,,sat,sat,0.68,0.53,1.21
fib,unroll,,sat-preprocess,sat,0.61,0.51,1.12
fib,unroll,,ctx-solver-simplify,sat,0.86,0.51,1.37
fib,unroll,,psmt,sat,3.68,0.03,3.71
fib,unroll,,unit-subsume-simplify,sat,1.14,0.58,1.72
fib,unroll,,aig,sat,0.08,0.55,0.63
fib,unroll,,add-bounds,unsat,0.02,0.4,0.42
fib,unroll,,card2bv,sat,0.05,0.5,0.55
fib,unroll,,degree-shift,sat,0.04,0.5,0.54
fib,unroll,,diff-neq,tactic_err,0.03,0.0,0.03
fib,unroll,,eq2bv,sat,0.02,0.53,0.55
fib,unroll,,factor,sat,0.05,0.5,0.55
fib,unroll,,fix-dl-var,sat,0.06,0.5,0.56
fib,unroll,,fm,sat,0.05,0.5,0.55
fib,unroll,,lia2card,sat,0.04,0.48,0.52
fib,unroll,,lia2pb,sat,0.02,0.49,0.51
fib,unroll,,nla2bv,unsat,0.17,1.42,1.59
fib,unroll,,normalize-bounds,sat,0.04,0.51,0.55
fib,unroll,,pb2bv,tactic_err,0.07,0.0,0.07
fib,unroll,,propagate-ineqs,sat,0.05,0.52,0.57
fib,unroll,,purify-arith,sat,0.05,0.49,0.54
fib,unroll,,recover-01,sat,0.04,0.52,0.56
fib,unroll,,bit-blast,sat,0.02,0.51,0.53
fib,unroll,,bv1-blast,sat,0.02,0.52,0.54
fib,unroll,,bv_bound_chk,sat,0.02,0.5,0.52
fib,unroll,,propagate-bv-bounds,sat,0.05,0.49,0.54
fib,unroll,,propagate-bv-bounds2,sat,0.09,0.49,0.58
fib,unroll,,reduce-bv-size,sat,0.02,0.49,0.51
fib,unroll,,bv-slice,sat,0.03,0.49,0.52
fib,unroll,,bvarray2uf,sat,0.02,0.49,0.51
fib,unroll,,dt2bv,sat,0.02,0.5,0.52
fib,unroll,,elim-small-bv,sat,0.04,0.6,0.64
fib,unroll,,max-bv-sharing,sat,0.02,0.49,0.51
fib,unroll,,blast-term-ite,sat,0.02,0.48,0.5
fib,unroll,,cofactor-term-ite,sat,0.04,0.48,0.52
fib,unroll,,collect-statistics,sat,0.51,0.49,1.0
fib,unroll,,ctx-simplify,sat,0.08,0.46,0.54
fib,unroll,,demodulator,sat,0.03,0.48,0.51
fib,unroll,,der,sat,0.02,0.49,0.51
fib,unroll,,distribute-forall,sat,0.02,0.49,0.51
fib,unroll,,dom-simplify,sat,0.12,0.49,0.61
fib,unroll,,elim-term-ite,sat,0.03,0.49,0.52
fib,unroll,,elim-uncnstr2,sat,0.16,0.49,0.65
fib,unroll,,elim-uncnstr,sat,0.02,0.49,0.51
fib,unroll,,elim-predicates,tactic_to,1514.55,0.0,1514.55
fib,unroll,,injectivity,sat,0.04,0.74,0.78
fib,unroll,,snf,sat,0.08,0.62,0.7
fib,unroll,,nnf,sat,0.08,0.67,0.75
fib,unroll,,occf,sat,0.02,0.62,0.64
fib,unroll,,pb-preprocess,sat,0.02,0.56,0.58
fib,unroll,,propagate-values2,sat,0.08,0.5,0.58
fib,unroll,,propagate-values,sat,0.08,0.48,0.56
fib,unroll,,reduce-args,sat,0.02,0.54,0.56
fib,unroll,,reduce-args2,sat,0.13,0.55,0.68
fib,unroll,,simplify,sat,0.04,0.53,0.57
fib,unroll,,elim-and,sat,0.05,0.54,0.59
fib,unroll,,solve-eqs,sat,0.27,0.02,0.29
fib,unroll,,special-relations,sat,0.07,0.7,0.77
fib,unroll,,split-clause,tactic_err,0.04,0.0,0.04
fib,unroll,,symmetry-reduce,sat,0.08,0.59,0.67
fib,unroll,,tseitin-cnf,sat,0.02,0.54,0.56
fib,unroll,,tseitin-cnf-core,sat,0.02,0.54,0.56
fib,unroll,,qffd,sat,0.45,0.29,0.74
fib,unroll,,pqffd,tactic_err,1.62,0.0,1.62
fib,unroll,,smtfd,tactic_to,1511.0,0.0,1511.0
fib,unroll,,fpa2bv,sat,0.03,0.76,0.79
fib,unroll,,qffp,sat,0.78,0.03,0.81
fib,unroll,,qffpbv,sat,0.66,0.02,0.68
fib,unroll,,qffplra,sat,0.67,0.02,0.69
fib,unroll,,default,sat,0.54,0.02,0.56
fib,unroll,,euf-completion,sat,0.51,0.61,1.12
fib,unroll,,solver-subsumption,sat,2.92,0.59,3.51
fib,unroll,,qfbv-sls,sat,0.21,0.02,0.23
fib,unroll,,sls-smt,sat,0.2,0.02,0.22
fib,unroll,,nra,sat,0.69,0.02,0.71
fib,unroll,,qfaufbv,sat,0.25,0.02,0.27
fib,unroll,,qfauflia,sat,0.2,0.02,0.22
fib,unroll,,qfbv,sat,0.23,0.02,0.25
fib,unroll,,qfidl,sat,0.24,0.02,0.26
fib,unroll,,qflia,sat,0.28,0.02,0.3
fib,unroll,,qflra,sat,0.79,0.02,0.81
fib,unroll,,qfnia,sat,0.15,0.02,0.17
fib,unroll,,qfnra,sat,0.62,0.02,0.64
fib,unroll,,qfuf,sat,0.2,0.02,0.22
fib,unroll,,qfufbv,sat,0.23,0.02,0.25
fib,unroll,,qfufbv_ackr,sat,0.21,0.02,0.23
fib,unroll,,ufnia,sat,0.63,0.02,0.65
fib,unroll,,uflra,sat,0.21,0.02,0.23
fib,unroll,,auflia,sat,0.62,0.02,0.64
fib,unroll,,auflira,sat,0.22,0.02,0.24
fib,unroll,,aufnira,sat,0.21,0.02,0.23
fib,unroll,,lra,sat,0.22,0.02,0.24
fib,unroll,,lia,sat,0.21,0.02,0.23
fib,unroll,,lira,sat,0.22,0.02,0.24
fib,unroll,,smt,sat,0.75,0.02,0.77
fib,unroll,,skip,sat,0.02,0.58,0.6
fib,unroll,,fail,tactic_err,0.03,0.0,0.03
fib,unroll,,fail-if-undecided,tactic_err,0.03,0.0,0.03
fib,unroll,,macro-finder,sat,0.02,0.56,0.58
fib,unroll,,quasi-macros,sat,0.07,0.57,0.64
fib,unroll,,ufbv-rewriter,sat,0.07,0.54,0.61
fib,unroll,,bv,sat,0.24,0.02,0.26
fib,unroll,,ufbv,sat,0.25,0.02,0.27
fib,unroll,,simplify>solve-eqs,sat,0.28,0.02,0.3
fib,unroll,,simplify>propagate-values,sat,0.08,0.52,0.6
fib,unroll,,propagate-values>solve-eqs,sat,0.2,0.02,0.22
fib,unroll,,ctx-simplify>simplify,sat,0.05,0.5,0.55
fib,unroll,,elim-term-ite>simplify,sat,0.06,0.54,0.6
fib,unroll,,simplify>ctx-simplify,sat,0.07,0.49,0.56
fib,unroll,,propagate-values>simplify,sat,0.08,0.48,0.56
fib,unroll,,solve-eqs>simplify,sat,0.27,0.02,0.29
list_length,recfun,structural recursion over a datatype,(none),sat,0.0,0.65,0.65
list_length,recfun,structural recursion over a datatype,ackermannize_bv,sat,0.03,0.5,0.53
list_length,recfun,structural recursion over a datatype,subpaving,sat,0.1,0.55,0.65
list_length,recfun,structural recursion over a datatype,horn,tactic_err,0.55,0.0,0.55
list_length,recfun,structural recursion over a datatype,horn-simplify,tactic_err,0.18,0.0,0.18
list_length,recfun,structural recursion over a datatype,nlsat,sat,0.07,0.5,0.57
list_length,recfun,structural recursion over a datatype,qfnra-nlsat,sat,0.2,0.02,0.22
list_length,recfun,structural recursion over a datatype,qe-light,sat,0.02,0.48,0.5
list_length,recfun,structural recursion over a datatype,nlqsat,tactic_err,0.06,0.0,0.06
list_length,recfun,structural recursion over a datatype,qe,sat,0.02,0.47,0.49
list_length,recfun,structural recursion over a datatype,qsat,sat,0.71,0.02,0.73
list_length,recfun,structural recursion over a datatype,qe2,sat,0.75,0.47,1.22
list_length,recfun,structural recursion over a datatype,qe_rec,sat,0.02,0.47,0.49
list_length,recfun,structural recursion over a datatype,psat,sat,5.87,0.54,6.41
list_length,recfun,structural recursion over a datatype,sat,sat,1.87,0.53,2.4
list_length,recfun,structural recursion over a datatype,sat-preprocess,sat,0.67,0.49,1.16
list_length,recfun,structural recursion over a datatype,ctx-solver-simplify,sat,0.32,0.47,0.79
list_length,recfun,structural recursion over a datatype,psmt,sat,3.79,0.03,3.82
list_length,recfun,structural recursion over a datatype,unit-subsume-simplify,sat,0.16,0.55,0.71
list_length,recfun,structural recursion over a datatype,aig,sat,0.02,0.46,0.48
list_length,recfun,structural recursion over a datatype,add-bounds,unsat,0.02,0.39,0.41
list_length,recfun,structural recursion over a datatype,card2bv,sat,0.07,0.47,0.54
list_length,recfun,structural recursion over a datatype,degree-shift,sat,0.06,0.44,0.5
list_length,recfun,structural recursion over a datatype,diff-neq,tactic_err,0.03,0.0,0.03
list_length,recfun,structural recursion over a datatype,eq2bv,sat,0.02,0.52,0.54
list_length,recfun,structural recursion over a datatype,factor,sat,0.03,0.51,0.54
list_length,recfun,structural recursion over a datatype,fix-dl-var,sat,0.02,0.47,0.49
list_length,recfun,structural recursion over a datatype,fm,sat,0.06,0.48,0.54
list_length,recfun,structural recursion over a datatype,lia2card,sat,0.02,0.48,0.5
list_length,recfun,structural recursion over a datatype,lia2pb,sat,0.02,0.47,0.49
list_length,recfun,structural recursion over a datatype,nla2bv,tactic_err,0.05,0.0,0.05
list_length,recfun,structural recursion over a datatype,normalize-bounds,sat,0.03,0.48,0.51
list_length,recfun,structural recursion over a datatype,pb2bv,tactic_err,0.05,0.0,0.05
list_length,recfun,structural recursion over a datatype,propagate-ineqs,sat,0.04,0.52,0.56
list_length,recfun,structural recursion over a datatype,purify-arith,sat,0.08,0.52,0.6
list_length,recfun,structural recursion over a datatype,recover-01,sat,0.02,0.55,0.57
list_length,recfun,structural recursion over a datatype,bit-blast,sat,0.02,0.47,0.49
list_length,recfun,structural recursion over a datatype,bv1-blast,sat,0.02,0.48,0.5
list_length,recfun,structural recursion over a datatype,bv_bound_chk,sat,0.02,0.47,0.49
list_length,recfun,structural recursion over a datatype,propagate-bv-bounds,sat,0.02,0.46,0.48
list_length,recfun,structural recursion over a datatype,propagate-bv-bounds2,sat,0.06,0.46,0.52
list_length,recfun,structural recursion over a datatype,reduce-bv-size,sat,0.02,0.48,0.5
list_length,recfun,structural recursion over a datatype,bv-slice,sat,0.02,0.46,0.48
list_length,recfun,structural recursion over a datatype,bvarray2uf,sat,0.02,0.46,0.48
list_length,recfun,structural recursion over a datatype,dt2bv,sat,0.02,0.53,0.55
list_length,recfun,structural recursion over a datatype,elim-small-bv,sat,0.05,0.48,0.53
list_length,recfun,structural recursion over a datatype,max-bv-sharing,sat,0.02,0.46,0.48
list_length,recfun,structural recursion over a datatype,blast-term-ite,sat,0.02,0.46,0.48
list_length,recfun,structural recursion over a datatype,cofactor-term-ite,sat,0.02,0.48,0.5
list_length,recfun,structural recursion over a datatype,collect-statistics,sat,0.33,0.47,0.8
list_length,recfun,structural recursion over a datatype,ctx-simplify,sat,0.02,0.56,0.58
list_length,recfun,structural recursion over a datatype,demodulator,sat,0.03,0.57,0.6
list_length,recfun,structural recursion over a datatype,der,sat,0.02,0.56,0.58
list_length,recfun,structural recursion over a datatype,distribute-forall,sat,0.02,0.51,0.53
list_length,recfun,structural recursion over a datatype,dom-simplify,sat,0.07,0.52,0.59
list_length,recfun,structural recursion over a datatype,elim-term-ite,sat,0.02,0.49,0.51
list_length,recfun,structural recursion over a datatype,elim-uncnstr2,sat,0.21,0.16,0.37
list_length,recfun,structural recursion over a datatype,elim-uncnstr,sat,0.02,0.67,0.69
list_length,recfun,structural recursion over a datatype,elim-predicates,sat,0.19,0.02,0.21
list_length,recfun,structural recursion over a datatype,injectivity,sat,0.02,0.49,0.51
list_length,recfun,structural recursion over a datatype,snf,sat,0.02,0.52,0.54
list_length,recfun,structural recursion over a datatype,nnf,sat,0.03,0.49,0.52
list_length,recfun,structural recursion over a datatype,occf,sat,0.02,0.51,0.53
list_length,recfun,structural recursion over a datatype,pb-preprocess,sat,0.02,0.49,0.51
list_length,recfun,structural recursion over a datatype,propagate-values2,sat,0.02,0.49,0.51
list_length,recfun,structural recursion over a datatype,propagate-values,sat,0.02,0.48,0.5
list_length,recfun,structural recursion over a datatype,reduce-args,sat,0.02,0.46,0.48
list_length,recfun,structural recursion over a datatype,reduce-args2,sat,0.18,0.59,0.77
list_length,recfun,structural recursion over a datatype,simplify,sat,0.07,0.5,0.57
list_length,recfun,structural recursion over a datatype,elim-and,sat,0.06,0.51,0.57
list_length,recfun,structural recursion over a datatype,solve-eqs,sat,0.19,0.02,0.21
list_length,recfun,structural recursion over a datatype,special-relations,sat,0.04,0.78,0.82
list_length,recfun,structural recursion over a datatype,split-clause,tactic_err,0.04,0.0,0.04
list_length,recfun,structural recursion over a datatype,symmetry-reduce,sat,0.03,0.54,0.57
list_length,recfun,structural recursion over a datatype,tseitin-cnf,sat,0.03,0.51,0.54
list_length,recfun,structural recursion over a datatype,tseitin-cnf-core,sat,0.05,0.51,0.56
list_length,recfun,structural recursion over a datatype,qffd,sat,0.18,0.47,0.65
list_length,recfun,structural recursion over a datatype,pqffd,tactic_err,1.07,0.0,1.07
list_length,recfun,structural recursion over a datatype,smtfd,tactic_to,1508.96,0.0,1508.96
list_length,recfun,structural recursion over a datatype,fpa2bv,sat,0.03,0.67,0.7
list_length,recfun,structural recursion over a datatype,qffp,sat,0.65,0.02,0.67
list_length,recfun,structural recursion over a datatype,qffpbv,sat,0.53,0.02,0.55
list_length,recfun,structural recursion over a datatype,qffplra,sat,0.52,0.02,0.54
list_length,recfun,structural recursion over a datatype,default,sat,0.5,0.02,0.52
list_length,recfun,structural recursion over a datatype,euf-completion,sat,0.33,0.5,0.83
list_length,recfun,structural recursion over a datatype,solver-subsumption,sat,0.02,0.48,0.5
list_length,recfun,structural recursion over a datatype,qfbv-sls,sat,0.19,0.02,0.21
list_length,recfun,structural recursion over a datatype,sls-smt,sat,0.19,0.02,0.21
list_length,recfun,structural recursion over a datatype,nra,sat,0.57,0.03,0.6
list_length,recfun,structural recursion over a datatype,qfaufbv,sat,0.2,0.03,0.23
list_length,recfun,structural recursion over a datatype,qfauflia,sat,0.19,0.02,0.21
list_length,recfun,structural recursion over a datatype,qfbv,sat,0.2,0.02,0.22
list_length,recfun,structural recursion over a datatype,qfidl,sat,0.2,0.02,0.22
list_length,recfun,structural recursion over a datatype,qflia,sat,0.26,0.02,0.28
list_length,recfun,structural recursion over a datatype,qflra,sat,0.51,0.02,0.53
list_length,recfun,structural recursion over a datatype,qfnia,sat,0.1,0.02,0.12
list_length,recfun,structural recursion over a datatype,qfnra,sat,0.58,0.02,0.6
list_length,recfun,structural recursion over a datatype,qfuf,sat,0.19,0.02,0.21
list_length,recfun,structural recursion over a datatype,qfufbv,sat,0.2,0.02,0.22
list_length,recfun,structural recursion over a datatype,qfufbv_ackr,sat,0.2,0.02,0.22
list_length,recfun,structural recursion over a datatype,ufnia,sat,0.52,0.02,0.54
list_length,recfun,structural recursion over a datatype,uflra,sat,0.26,0.02,0.28
list_length,recfun,structural recursion over a datatype,auflia,sat,0.62,0.02,0.64
list_length,recfun,structural recursion over a datatype,auflira,sat,0.2,0.02,0.22
list_length,recfun,structural recursion over a datatype,aufnira,sat,0.2,0.02,0.22
list_length,recfun,structural recursion over a datatype,lra,sat,0.2,0.02,0.22
list_length,recfun,structural recursion over a datatype,lia,sat,0.2,0.02,0.22
list_length,recfun,structural recursion over a datatype,lira,sat,0.2,0.02,0.22
list_length,recfun,structural recursion over a datatype,smt,sat,0.5,0.02,0.52
list_length,recfun,structural recursion over a datatype,skip,sat,0.02,0.54,0.56
list_length,recfun,structural recursion over a datatype,fail,tactic_err,0.03,0.0,0.03
list_length,recfun,structural recursion over a datatype,fail-if-undecided,tactic_err,0.03,0.0,0.03
list_length,recfun,structural recursion over a datatype,macro-finder,sat,0.02,0.51,0.53
list_length,recfun,structural recursion over a datatype,quasi-macros,sat,0.02,0.51,0.53
list_length,recfun,structural recursion over a datatype,ufbv-rewriter,sat,0.02,0.48,0.5
list_length,recfun,structural recursion over a datatype,bv,sat,0.23,0.02,0.25
list_length,recfun,structural recursion over a datatype,ufbv,sat,0.26,0.02,0.28
list_length,recfun,structural recursion over a datatype,simplify>solve-eqs,sat,0.24,0.03,0.27
list_length,recfun,structural recursion over a datatype,simplify>propagate-values,sat,0.07,0.56,0.63
list_length,recfun,structural recursion over a datatype,propagate-values>solve-eqs,sat,0.21,0.02,0.23
list_length,recfun,structural recursion over a datatype,ctx-simplify>simplify,sat,0.06,0.48,0.54
list_length,recfun,structural recursion over a datatype,elim-term-ite>simplify,sat,0.06,0.49,0.55
list_length,recfun,structural recursion over a datatype,simplify>ctx-simplify,sat,0.06,0.48,0.54
list_length,recfun,structural recursion over a datatype,propagate-values>simplify,sat,0.07,0.47,0.54
list_length,recfun,structural recursion over a datatype,solve-eqs>simplify,sat,0.2,0.02,0.22
